Puntos: 600
Alias: IVAN
Puntos: 200
Alias: IVAN
Puntos: 300
Alias: LEON
Puntos: 600
Alias: CARLOS
Puntos: 1700
Alias: CARLOS
Puntos: 1000
Alias: IVAN
Puntos: 4100
Alias: ivan el mas lindo
Puntos: 700
Alias: D
Puntos: 1500
Alias: IVAN
Puntos: 2400
Alias: ivan
Puntos: 1600
Alias: ivannchooooooo
Puntos: 700
Alias: ivan probando en smart
Puntos: 2100
Alias: ivan lindo mucho
